1575,1766,1000
1577,1764,1000
1580,1762,1000
1583,1761,1000
1585,1759,1000
1588,1757,1000
1590,1755,1000
1593,1754,1000
1596,1752,1000
1598,1751,1000
1601,1749,1000
1603,1747,1000
1606,1746,1000
1608,1744,1000
1611,1743,1000
1613,1741,1000
1616,1740,1000
1618,1738,1000
1621,1737,1000
1623,1736,1000
1626,1734,1000
1628,1733,1000
1631,1732,1000
1633,1730,1000
1636,1729,1000
1638,1728,1000
1641,1726,1000
1643,1725,1000
1646,1724,1000
1648,1723,1000
1651,1722,1000
1653,1720,1000
1656,1719,1000
1658,1718,1000
1660,1717,1000
1663,1716,1000
1665,1715,1000
1668,1714,1000
1670,1713,1000
1673,1712,1000
1675,1711,1000
1677,1710,1000
1680,1709,1000
1682,1708,1000
1685,1707,1000
1687,1706,1000
1689,1705,1000
1692,1704,1000
1694,1703,1000
1697,1703,1000
1699,1702,1000
1697,1699,1000
1695,1696,1000
1694,1693,1000
1692,1691,1000
1690,1688,1000
1688,1685,1000
1686,1682,1000
1684,1679,1000
1683,1677,1000
1681,1674,1000
1679,1671,1000
1677,1668,1000
1675,1665,1000
1673,1663,1000
1671,1660,1000
1669,1657,1000
1667,1654,1000
1665,1652,1000
1663,1649,1000
1661,1646,1000
1660,1643,1000
1658,1640,1000
1656,1638,1000
1654,1635,1000
1651,1632,1000
1649,1629,1000
1647,1627,1000
1645,1624,1000
1643,1621,1000
1641,1618,1000
1639,1616,1000
1637,1613,1000
1635,1610,1000
1633,1607,1000
1631,1605,1000
1629,1602,1000
1626,1599,1000
1624,1596,1000
1622,1594,1000
1620,1591,1000
1618,1588,1000
1616,1585,1000
1614,1583,1000
1611,1580,1000
1609,1577,1000
1607,1574,1000
1605,1572,1000
1602,1569,1000
1600,1566,1000
1598,1563,1000
1596,1564,1000
1594,1565,1000
1592,1566,1000
1590,1567,1000
1588,1569,1000
1586,1570,1000
1584,1571,1000
1582,1572,1000
1580,1573,1000
1578,1574,1000
1576,1575,1000
1574,1576,1000
1572,1577,1000
1570,1579,1000
1568,1580,1000
1566,1581,1000
1564,1582,1000
1562,1583,1000
1560,1585,1000
1558,1586,1000
1556,1587,1000
1554,1588,1000
1552,1590,1000
1550,1591,1000
1548,1592,1000
1546,1594,1000
1544,1595,1000
1542,1596,1000
1539,1598,1000
1537,1599,1000
1535,1601,1000
1533,1602,1000
1531,1604,1000
1529,1605,1000
1527,1607,1000
1524,1608,1000
1522,1610,1000
1520,1611,1000
1518,1613,1000
1516,1614,1000
1514,1616,1000
1511,1617,1000
1509,1619,1000
1507,1621,1000
1505,1622,1000
1502,1624,1000
1500,1626,1000
1498,1627,1000
1496,1629,1000
1493,1631,1000
1495,1633,1000
1497,1636,1000
1499,1638,1000
1501,1641,1000
1502,1643,1000
1504,1646,1000
1506,1648,1000
1508,1651,1000
1510,1653,1000
1511,1656,1000
1513,1658,1000
1515,1661,1000
1517,1663,1000
1518,1666,1000
1520,1668,1000
1522,1671,1000
1524,1673,1000
1525,1676,1000
1527,1678,1000
1529,1681,1000
1530,1684,1000
1532,1686,1000
1534,1689,1000
1535,1691,1000
1537,1694,1000
1539,1696,1000
1540,1699,1000
1542,1702,1000
1544,1704,1000
1545,1707,1000
1547,1709,1000
1548,1712,1000
1550,1715,1000
1552,1717,1000
1553,1720,1000
1555,1723,1000
1556,1725,1000
1558,1728,1000
1560,1730,1000
1561,1733,1000
1563,1736,1000
1564,1738,1000
1566,1741,1000
1567,1744,1000
1569,1747,1000
1570,1749,1000
1572,1752,1000
1573,1755,1000
1575,1757,1000
